Etunimi,Lukumäärä
Heta-Maria,17
Hilta,17
Ibtisam,17
Ida-Liisa,17
Iina-Mari,17
Ikhlaas,17
Ikraan,17
Ismahan,17
Jaana-Mari,17
Jenna-Riina,17
Jenni-Julia,17
Juuni,17
Kaisi,17
Katja-Maaria,17
Kawsar,17
Kenza,17
Kianna,17
Kirke,17
Lea-Liisa,17
Leandra,17
Leenakaisa,17
Leticia,17
Liina-Maija,17
Lis-Mari,17
Lotta-Maaria,17
Lotta-Maija,17
Lumianna,17
Lumi-Helmi,17
Lumi-Tuuli,17
Mae,17
Malvina,17
Maria-Terttu,17
Martiina,17
Mea-Maria,17
Meriam,17
Meri-Helmi,17
Miana,17
Minttu-Mari,17
Miroslava,17
Nadya,17
Nella-Maria,17
Niina-Riikka,17
Nina-Maarit,17
Nuur,17
Onneli,17
Piia-Liisa,17
Piia-Mari,17
Pirjo-Sisko,17
Pirkkoliisa,17
Rae,17
Rawan,17
Reeta-Maria,17
Rona,17
Roosa-Emilia,17
Roxana,17
Roxanne,17
Sadio,17
Safi,17
Saido,17
Saija-Liisa,17
Saija-Maria,17
Salla-Kaisa,17
Sanela,17
Satu-Mari,17
Shqipe,17
Sikke,17
Sinaida,17
Sini-Susanna,17
Sivia,17
Sofja,17
Tarja-Helena,17
Teri,17
Tetyana,17
Tilly,17
Wendla,17
Venera,17
Wiola,17
Virpi-Leena,17
Vita,17
Ying,17
Aala,16
Aaliya,16
Ailin,16
Ainikki,16
Ainoliina,16
Albana,16
Alfa,16
Alicja,16
Aljona,16
Alwa,16
Amalie,16
Anaïs,16
Anesa,16
Anjelika,16
Anni-Maaria,16
Annimaija,16
Anuliisa,16
Anu-Susanna,16
Arma,16
Asal,16
Astri,16
Berivan,16
Birthe,16
Blerina,16
Briitta-Liisa,16
Caisa,16
Chatarina,16
Cleo,16
Coco,16
Dafina,16
Davina,16
Dilek,16
Dita,16
Dominika,16
Drita,16
Eija-Sisko,16
Elicia,16
Elina-Maria,16
Ellimaria,16
Elvia,16
Emilija,16
Emmilotta,16
Enny,16
Era,16
Eva-Mari,16
Farhio,16
Filsan,16
Fitore,16
Gemma,16
Gull-Maj,16
Hala,16
Hanin,16
Hanna-Helena,16
Hanna-Katariina,16
Hanna-Reeta,16
Heidi-Maarit,16
Heléne,16
Hero,16
Hilda-Maria,16
Ikhlas,16
Inara,16
Inga-Lis,16
Iri,16
Irini,16
Irja-Leena,16
Jaana-Marja,16
Jenna-Juulia,16
Jilla,16
Jippu,16
Júlia,16
Kaarna,16
Kaltrina,16
Karolin,16
Kerttu-Kaarina,16
Kübra,16
Larin,16
Laura-Leena,16
Laura-Sofia,16
Liliane,16
Liliia,16
Lo,16
Ly,16
Maija-Riikka,16
Maj-Gun,16
Mari-Ella,16
Marigona,16
Mari-Hannele,16
Marilyn,16
Maris,16
Marjorie,16
Marutzella,16
Meliha,16
Mija,16
Milvi,16
Minna-Kaarina,16
Mio,16
Mirka-Maria,16
Mirve,16
Miski,16
Muru,16
Mysi,16
Nellinoora,16
Nicoletta,16
Nike,16
Noura,16
Olessia,16
Olga-Maria,16
Oliwia,16
Philippa,16
Piatta,16
Piiu,16
Pirketta,16
Priya,16
Päivi-Leena,16
Rahel,16
Reetta-Mari,16
Reija-Liisa,16
Riitta-Kaarina,16
Rim,16
Ritva-Anneli,16
Ritvaliisa,16
Roosamaria,16
Sabiha,16
Salla-Maaret,16
Sanni-Kaisa,16
Satu-Helena,16
Satu-Liisa,16
Selia,16
Sharmin,16
Silvana,16
Sindy,16
Sinimarja,16
Sirkku-Leena,16
Sofya,16
Solina,16
Stefani,16
Sunita,16
Taini,16
Terhi-Tuulia,16
Tiina-Maarit,16
Tuuliina,16
Tytti-Maria,16
Tähkä,16
Valerija,16
Veera-Sofia,16
Winnie,16
Zenita,16
Zoé,16
Zofia,16
Adile,15
Aleksa,15
Alexina,15
Amino,15
Anahita,15
Anais,15
Ancelika,15
Angeline,15
Anja-Maria,15
Anna-Eveliina,15
Annamaaria,15
Anne-Kristina,15
Anne-Sisko,15
Anni-Riikka,15
Antoinette,15
Antonella,15
Anzelika,15
Armida,15
Athina,15
Betti,15
Boel,15
Caro,15
Cheryl,15
Chia,15
Christiana,15
Danja,15
Dia,15
Eeti,15
Ejvor,15
Eleanoora,15
Elene,15
Ellariina,15
Elnaz,15
Elsa-Maija,15
Emely,15
Emma-Julia,15
Emmi-Leena,15
Enniina,15
Etna,15
Evianna,15
Fariba,15
Fartuun,15
Farzana,15
Githa,15
Halina,15
Hamda,15
Henna-Reetta,15
Hila,15
Hind,15
Ilsa,15
Irem,15
Isabela,15
Jenni-Leena,15
Jiia,15
Joella,15
Jona,15
Juuli-Anna,15
Kadi,15
Katja-Marika,15
Kay,15
Kyra,15
Larysa,15
Lavinia,15
Leili,15
Liisa-Mari,15
Liisa-Marja,15
Linda-Lotta,15
Lotta-Kaisa,15
Luciana,15
Lumi-Maria,15
Lumnije,15
Lumo,15
Ma,15
Malia,15
Marget,15
Maria-Elena,15
Mari-Anneli,15
Marisanna,15
Marja-Tuulikki,15
Melodi,15
Merette,15
Merja-Hannele,15
Merva,15
Mia-Maarit,15
Miita,15
Mirja-Maija,15
Miya,15
Monique,15
Mumtaz,15
Myrna,15
Nadiya,15
Nea-Emilia,15
Neele,15
Neema,15
Nela,15
Pian,15
Pikka,15
Pyry,15
Riham,15
Riikkaliisa,15
Riitta-Helena,15
Robyn,15
Romina,15
Rosie,15
Ros-Maj,15
Saara-Lotta,15
Saara-Mari,15
Salina,15
Salla-Sofia,15
Samar,15
Sandi,15
Sannu,15
Saria,15
Sari-Leena,15
Sari-Maria,15
Satu-Lotta,15
Sea,15
Seda,15
Selin,15
Simin,15
Skye,15
Solange,15
Suzanna,15
Taika-Tuuli,15
Taria,15
Teela,15
Teodora,15
Terje,15
Tessi,15
Thua,15
Tiina-Tuulia,15
Tilhi,15
Tilja,15
Tira,15
Tracy,15
Tuuva,15
Ulla-Helena,15
Ulla-Pia,15
Vanni,15
Varpu-Liisa,15
Venus,15
Villiina,15
Vlada,15
Zarah,15
Zohra,15
Afnan,14
Aia,14
Aija-Riitta,14
Aime,14
Alanna,14
Alexander,14
Alix,14
Almira,14
Amila,14
Anfisa,14
Anna-Carin,14
Annalisa,14
Annalotta,14
Anna-Pia,14
Anne-Kaisa,14
Anny,14
Ansku,14
Anzhela,14
Avella,14
Aynur,14
Basma,14
Bria,14
Brigitta,14
Carissa,14
Catrina,14
Chantelle,14
Cristel,14
Defne,14
Diina,14
Dima,14
Donika,14
Dorota,14
Dorthy,14
Dua,14
Eeva-Reetta,14
Eha,14
Eli,14
Ella-Roosa,14
Ellinore,14
Emma-Reetta,14
Eva-Riitta,14
Fahmo,14
Farhiya,14
Fatimah,14
Febe,14
Filiz,14
Franziska,14
Fredrica,14
Freyja,14
Hamida,14
Hanna-Karoliina,14
Hanna-Lea,14
Hanna-Sisko,14
Hanne-Leena,14
Hava,14
Heba,14
Heli-Riitta,14
Heliä,14
Hella,14
Hennariina,14
Hildegard,14
Hildi,14
Hui,14
Ida-Marie,14
Iida-Kaisa,14
Iina-Maija,14
Ija,14
Ikra,14
Ikraam,14
Ildikó,14
Iliana,14
Inas,14
Inka-Liisa,14
Inke,14
Janitta,14
Jarita,14
Jasmiin,14
Jelizaveta,14
Jonna-Julia,14
Josetta,14
Jutta-Maria,14
Kaia,14
Kaika,14
Kaila,14
Kairi,14
Kaisa-Riitta,14
Karine,14
Katja-Helena,14
Keren,14
Khadijo,14
Klea,14
Kätlin,14
Lada,14
Laura-Mari,14
Liya,14
Ma.,14
Maie,14
Maina,14
Maja-Lisa,14
Manaal,14
Marcela,14
Maria-Elina,14
Mariah,14
Mari-Annukka,14
Mari-Jaana,14
Marja-Hannele,14
Marja-Lena,14
Marjana,14
Marleen,14
Marlén,14
Marya,14
Meela,14
Meemi,14
Meg,14
Miilia,14
Miinu,14
Mika,14
Minca,14
Minna-Elina,14
Minna-Marjaana,14
Mollie,14
Monia,14
Mya,14
Myra,14
Nadeschda,14
Najah,14
Nasteeho,14
Natasia,14
Natta,14
Neea-Maria,14
Neeta,14
Nena,14
Neri,14
Nicoline,14
Noel,14
Oona-Sofia,14
Pia-Johanna,14
Pia-Marja,14
Piija,14
Piipa,14
Ragna,14
Rama,14
Reem,14
Reeta-Kaisa,14
Renita,14
Ria-Maria,14
Roine,14
Rosa-Mari,14
Ruusu-Maria,14
Saabiriin,14
Saaramaria,14
Saga-Sofia,14
Saija-Riikka,14
Salla-Tuulia,14
Samra,14
Saranna,14
Satu-Hannele,14
Satu-Kaarina,14
Seri,14
Sevda,14
Sevgi,14
Seyedeh,14
Shams,14
Shilan,14
Stina-Maria,14
Svanhild,14
Sylvie,14
Taru-Maija,14
Tea-Maria,14
Tia-Mari,14
Tiia-Maarit,14
Tiia-Mariia,14
Tiinaliisa,14
Titta-Riina,14
Tone,14
Ullariikka,14
Ulla-Sisko,14
Urda,14
Wanja,14
Weronika,14
Vianna,14
Viivia,14
Yasmiin,14
Yelena,14
Aada-Emilia,13
Aiko,13
Aileen,13
Ainoliisa,13
Aissa,13
Aksa,13
Akuliina,13
Alexis,13
Aleyna,13
Amara,13
Angeliina,13
Anila,13
Annabell,13
Anna-Marika,13
Annami,13
Annely,13
Anne-Marjatta,13
Annevi,13
Annikaisa,13
Anni-Marja,13
Antigona,13
Arielle,13
Aulona,13
Avilla,13
Baran,13
Belma,13
Beryl,13
Besarta,13
Bonnie,13
Briana,13
Brita-Lisa,13
Carlotta,13
Cecilie,13
Charlene,13
Christelle,13
Christiane,13
Clarisse,13
Dalila,13
Damaris,13
Dianna,13
Diellza,13
Dona,13
Dorotea,13
Eeri,13
Eeva-Inkeri,13
Eeva-Sofia,13
Eija-Maria,13
Elbe,13
Elenor,13
Eleonor,13
Elga,13
Ella-Kaisa,13
Elzbieta,13
Emeline,13
Emila,13
Emira,13
Ena,13
Enisa,13
Enni-Lotta,13
Eppu,13
Essi-Emilia,13
Essi-Lotta,13
Eva-Marja,13
Fanni-Sofia,13
Fathi,13
Fatuma,13
Fay,13
Fjolla,13
Friia,13
Ganimete,13
Georgia,13
Gisella,13
Gulnara,13
Gun-Mari,13
Habibo,13
Haddy,13
Hanna-Emilia,13
Hanna-Kaija,13
Hanna-Lena,13
Hanna-Pauliina,13
Hanna-Tuulia,13
Hedi,13
Heidi-Maaria,13
Heidi-Marika,13
Helina,13
Heloisa,13
Henna-Sofia,13
Heta-Maija,13
Hinda,13
Hosna,13
Iida-Elina,13
Iina-Lotta,13
Iita-Maria,13
Ilse-Maj,13
Imane,13
Ing-Mari,13
Inka-Sofia,13
Irma-Leena,13
Isatou,13
Jara,13
Jeela,13
Jenni-Elina,13
Jennyfer,13
Jia,13
Jitta,13
Joa,13
Johanne,13
Jolanta,13
Jolina,13
Juana,13
Jun,13
Kaire,13
Kaisa-Elina,13
Kaisa-Maaria,13
Kaitlyn,13
Kati-Susanna,13
Katja-Liisa,13
Katri-Johanna,13
Khadijah,13
Kinga,13
Kirsi-Marjo,13
Kukkamaaria,13
Lamia,13
Lan,13
Lavin,13
Leena-Liisa,13
Lilo,13
Lirije,13
Lorna,13
Luljeta,13
Lyra,13
Lyyra,13
Maaru,13
Madelein,13
Maija-Elina,13
Mallu,13
Marcella,13
Marella,13
Margareth,13
Marguerite,13
Mariliina,13
Marisol,13
Mary-Anne,13
Marzieh,13
Meral,13
Merilin,13
Merilla,13
Meri-Maaria,13
Mia-Maija,13
Mia-Sofia,13
Michal,13
Mikael,13
Milaya,13
Milla-Maarit,13
Milo,13
Minna-Susanna,13
Miray,13
Mirca,13
Miretta,13
Naava,13
Nadin,13
Nargis,13
Neili,13
Neva,13
Nicolette,13
Niika,13
Noora-Sofia,13
Nora-Maria,13
Oona-Emilia,13
Ottiilia,13
Pirke,13
Pirkko-Riitta,13
Pirpa,13
Päivi-Elina,13
Raakkel,13
Rabab,13
Rahaf,13
Rahima,13
Razia,13
Reeta-Mari,13
Riana,13
Riikka-Johanna,13
Riina-Liisa,13
Riinu,13
Rima,13
Ronja-Maria,13
Roosa-Maija,13
Sabah,13
Sabirin,13
Salima,13
Salla-Riikka,13
Sanna-Riina,13
Sanna-Sofia,13
Sanna-Tuulia,13
Sanni-Maija,13
Sannimari,13
Sara-Lotta,13
Sari-Liisa,13
Satu-Elina,13
Satu-Maaret,13
Semra,13
Sheima,13
Shukrije,13
Silja-Sofia,13
Sirin,13
Soheila,13
Sumeja,13
Suraya,13
Suvi-Johanna,13
Sydney,13
Taila,13
Tanja-Maarit,13
Taru-Maria,13
Taru-Tuuli,13
Tellu,13
Teressa,13
Terhi-Marja,13
Tesla,13
Theodora,13
Tiia-Riitta,13
Tiina-Elina,13
Tiinamaija,13
Tina-Maria,13
Titta-Mari,13
Towe,13
Truc,13
Trude,13
Tu,13
Tuuli-Mari,13
Ulla-Kristina,13
Urve,13
Valeriya,13
Walma,13
Valpu,13
Vanesa,13
Vera-Maria,13
Viivi-Lotta,13
Virpa,13
Viviane,13
Vlora,13
Yvette,13
Zeineb,13
Zoey,13
Özlem,13
Aalo,12
Adama,12
Adel,12
Adelaide,12
Adelin,12
Adette,12
Aferdita,12
Agnia,12
Ai,12
Ainomari,12
Aira-Liisa,12
Ala,12
Alejandra,12
Allison,12
Almina,12
Amaia,12
Ammi,12
Anela,12
Aninka,12
Anna-Ilona,12
Anna-Maj,12
Anni-Julia,12
Annilotta,12
Ann-Sofia,12
Ann-Sophie,12
Anu-Maaria,12
Anu-Marja,12
Anu-Pauliina,12
Asrin,12
Auvo,12
Ave,12
Bahja,12
Caisha,12
Colette,12
Dara,12
Debbie,12
Derin,12
Desire,12
Dila,12
Dimitra,12
Diona,12
Divine,12
Dorina,12
Edea,12
Eeli,12
Eeni,12
Eevariitta,12
Eevi-Maria,12
Ella-Riina,12
Emma-Noora,12
Enne-Liisa,12
Erikka,12
Eszter,12
Eva-Christina,12
Evamaria,12
Farhana,12
Florentina,12
Fowsia,12
Giovanna,12
Glory,12
Grazyna,12
Gull-Britt,12
Gunn-Maj,12
Hafso,12
Hannariina,12
Heddy,12
Hedy,12
Heidi-Marja,12
Heidi-Susanna,12
Heine,12
Heini-Marja,12
Heli-Johanna,12
Helma,12
Hibaq,12
Hillamari,12
Hilla-Mari,12
Hilla-Marja,12
Hilpe,12
Illusia,12
Inga-Maarit,12
Ioanna,12
Ippa,12
Iria,12
Izabel,12
Jadeliina,12
Janka,12
Jasemin,12
Jeanna,12
Jena,12
Jenna-Sofia,12
Jenni-Maija,12
Jenny-Sofia,12
Jerica,12
Jerita,12
Jila,12
Johanna-Maria,12
Josefia,12
Ka,12
Kaijaleena,12
Kaisamaria,12
Kassandra,12
Katharine,12
Kati-Maarit,12
Katjaana,12
Keth,12
Khadro,12
Kimete,12
Kirsi-Marika,12
Kirsti-Kaarina,12
Kitti,12
Kuu,12
Laini,12
Lamar,12
Leanne,12
Leenamari,12
Lei,12
Lembi,12
Leonor,12
Leonore,12
Lija,12
Lilyan,12
Linda-Sofia,12
Linéa,12
Linette,12
Liyana,12
Lora,12
Loreta,12
Loretta,12
Lottaliina,12
Lotta-Riina,12
Lu,12
Maliina,12
Maral,12
Maria-Teresa,12
Marike,12
Mariliisa,12
Mari-Sanna,12
Mari-Sisko,12
Marjo-Riina,12
Maru,12
Marus,12
Matlena,12
Mayya,12
Meeli,12
Meera,12
Melak,12
Mélanie,12
Merianna,12
Merja-Helena,12
Merja-Terttu,12
Mielikki,12
Mii,12
Millamaria,12
Milona,12
Minetta,12
Miro,12
Nadra,12
Nala,12
Natallia,12
Nea-Mari,12
Nejla,12
Nella-Noora,12
Nella-Sofia,12
Nene,12
Nerea,12
Nerissa,12
Niina-Kaisa,12
Ophelia,12
Outi-Mari,12
Outi-Marja,12
Pami,12
Patrizia,12
Paula-Maija,12
Pella,12
Petrina,12
Pia-Marie,12
Piia-Maarit,12
Piia-Riikka,12
Pike,12
Pirjo-Hannele,12
Prisca,12
Päivi-Maarit,12
Razan,12
Reena,12
Réka,12
Riija,12
Rinesa,12
Ritu,12
Rose-Mari,12
Saana-Tuulia,12
Saara-Elina,12
Sabriina,12
Salla-Marja,12
Sanna-Pauliina,12
Sanna-Reetta,12
Sára,12
Sara-Julia,12
Sara-Tuulia,12
Sari-Hannele,12
Sariina,12
Sari-Maija,12
Sarra,12
Sawsan,12
Seinab,12
Shahnaz,12
Shaima,12
Shakila,12
Shannon,12
Shanti,12
Shira,12
Shiva,12
Shkurte,12
Shpresa,12
Sig-Britt,12
Silja-Riitta,12
Sinella,12
Sini-Marika,12
Sini-Päivikki,12
Sisi,12
Sisko-Helena,12
Sisko-Maria,12
Sofiel,12
Suha,12
Susie,12
Suweyda,12
Suvi-Kukka,12
Taika-Tuulia,12
Tasniim,12
Terhi-Liisa,12
Tiia-Leena,12
Tiia-Sofia,12
Timea,12
Timna,12
To,12
Toni,12
Tony,12
Trina,12
Tyti,12
Vadelma,12
Wafa,12
Valbone,12
Valdine,12
Van,12
Vanilja,12
Vesna,12
Viana,12
Yagmur,12
Yalda,12
Yi,12
Zena,12
Zita,12
Zlata,12
Zuzanna,12
Adalina,11
Adar,11
Adelea,11
Adrianna,11
Agatha,11
Ágnes,11
Aino-Riitta,11
Aino-Sisko,11
Aksana,11
Alesia,11
Aliza,11
Alja,11
Ama,11
Amadea,11
Amilda,11
Amrita,11
An,11
Andreea,11
Anna-Juulia,11
Annalena,11
Ann-Cathrin,11
Anne-Katariina,11
Anne-Marit,11
Annemo,11
Ann-Jeanette,11
Ann-Katrine,11
Annu-Maria,11
Antje,11
Anu-Johanna,11
Anu-Liina,11
Anumari,11
Anuriikka,11
Anvi,11
Anzela,11
Arianne,11
Arin,11
Asteri,11
Ayah,11
Ayat,11
Azadeh,11
Barbi,11
Bayan,11
Benin,11
Biritta,11
Bita,11
Bleona,11
Bouchra,11
Carole,11
Cathy,11
Cécile,11
Chanelle,11
Daga,11
Danika,11
Danuta,11
Delal,11
Denisa,11
Désirée,11
Diandra,11
Didem,11
Doaa,11
Dorthe,11
Ebru,11
Eileen,11
Eina,11
Ekaterini,11
Elli-Ilona,11
Elvy,11
Emel,11
Emma-Karoliina,11
Enni-Maija,11
Erva,11
Eva-Leena,11
Evangelia,11
Evangeline,11
Fahima,11
Farideh,11
Finja,11
Frances,11
Francine,11
Franciska,11
Francoise,11
Galyna,11
Gentiana,11
Gerli,11
Gianna,11
Giia,11
Grethel,11
Gullevi,11
Gunn-Lis,11
Haawo,11
Hadiya,11
Haidi,11
Hanaa,11
Hania,11
Hanna-Katriina,11
Hanna-Stiina,11
Heidy,11
Hélène,11
Heta-Liisa,11
Hibaaq,11
Hidajete,11
Hilal,11
Hillamaria,11
Ida-Amanda,11
Iina-Kaisa,11
Ina-Maria,11
Inga-Lisa,11
Inka-Maaria,11
Istar,11
Ivanka,11
Ivanna,11
Iza,11
Izabela,11
Jadele,11
Jannat,11
Jasminka,11
Jennamiia,11
Jenni-Liisa,11
Jenni-Maaria,11
Joela,11
Josie,11
Juan,11
Julita,11
Kaija-Helena,11
Kaisa-Reeta,11
Kaisla-Maria,11
Kariina,11
Kaste-Helmi,11
Katarine,11
Katrianna,11
Kausar,11
Kaya,11
Kide,11
Kirsi-Liisa,11
Kosovare,11
Kowsar,11
Krenare,11
Krystyna,11
Leone,11
Leonita,11
Leya,11
Liah,11
Lii,11
Liis,11
Lippe,11
Liridona,11
Lis,11
Lita,11
Lotta-Liina,11
Maiju-Liina,11
Maika,11
Maisie,11
Maisu,11
Mandana,11
Maram,11
Margitha,11
Maribel,11
Marie-Helene,11
Marileena,11
Marja-Sinikka,11
Márta,11
Meria,11
Merihelmi,11
Meri-Kukka,11
Merjem,11
Miia-Leena,11
Miki,11
Milla-Riikka,11
Milva,11
Minna-Johanna,11
Minnaleena,11
Minnamaija,11
Miri,11
Mirja-Kaarina,11
Mirjana,11
Moona-Maria,11
Nadira,11
Naila,11
Nazia,11
Neha,11
Neli,11
Nelliina,11
Nelmi,11
Neonilla,11
Nguyet,11
Nicita,11
Nikola,11
Nina-Johanna,11
Nina-Marie,11
Orla,11
Orvo,11
Outi-Katariina,11
Outi-Maaria,11
Patience,11
Paula-Riitta,11
Pia-Christina,11
Piretta,11
Pirje,11
Pirkka,11
Pirve,11
Precious,11
Pricella,11
Prisilla,11
Päivi-Riitta,11
Rand,11
Rena,11
Rene,11
Riikka-Maaria,11
Riikka-Susanna,11
Rika,11
Riona,11
Rita-Maria,11
Ritva-Maija,11
Rosabella,11
Rosa-Liina,11
Rosa-Linda,11
Rose-May,11
Runa-Lisa,11
Sabiriin,11
Sadie,11
Sadiyo,11
Saija-Riitta,11
Samina,11
Sanaz,11
Sane,11
Sari-Sisko,11
Satu-Kristiina,11
Satu-Marika,11
Satu-Marjaana,11
Selinda,11
Senni-Sofia,11
Shamsa,11
Shari,11
Shima,11
Shugri,11
Sierra,11
Sievi,11
Sinea,11
Sinem,11
Sini-Johanna,11
Sini-Meri,11
Sita,11
Snöfrid,11
Sofiya,11
Sol,11
Su,11
Sultan,11
Sumaiya,11
Suvi-Pauliina,11
Suvi-Pilvi,11
Tabita,11
Tahiti,11
Tarja-Anneli,11
Tarja-Sisko,11
Tereza,11
Terri,11
Tida,11
Tiia-Maaria,11
Tiia-Marika,11
Tilli,11
Tordis,11
Torhild,11
Tran,11
Tuija-Maija,11
Tuula-Marjatta,11
Tuuli-Anna,11
Ulpukka,11
Umayma,11
Vaili,11
Valbona,11
Valentiina,11
Wendela,11
Vendi,11
Viive,11
Vineta,11
Vinja,11
Vira,11
Viri,11
Virna,11
Vladislava,11
Xin,11
Zana,11
Zarina,11
Zsófia,11
Åse,11
Aaria,10
Abrar,10
Adrienne,10
Aila-Maija,10
Áile,10
Ailiina,10
Aino-Helena,10
Aino-Maaria,10
Alfia,10
Amine,10
Amirah,10
Anilla,10
Aniso,10
Anna-Kreeta,10
Anna-Matilda,10
Anna-Mia,10
Anna-Miia,10
Anna-Roosa,10
Ann-Caroline,10
Anne-Birgitta,10
Annelise,10
Ann-Gret,10
Annileena,10
Anni-Liisa,10
Anni-Riina,10
Anni-Riitta,10
Anni-Roosa,10
Annlis,10
Ann-Maarit,10
Anu-Riitta,10
Arezo,10
Arja-Helena,10
Arja-Terttu,10
Arwa,10
Arzu,10
Asja,10
Asmin,10
Bambi,10
Beáta,10
Beatrix,10
Beatta,10
Bernadette,10
Besa,10
Bia,10
Bigga,10
Bilan,10
Bridget,10
Caren,10
Cathrin,10
Catja,10
Chioma,10
Chira,10
Corina,10
Cristal,10
Cristine,10
Dahabo,10
Dalal,10
Deka,10
Della,10
Deqa,10
Donjeta,10
Dounia,10
Eeden,10
Eija-Marja,10
Eila-Sisko,10
Eleonore,10
Elisia,10
Ella-Emilia,10
Ella-Olivia,10
Ella-Riikka,10
Elli-Lotta,10
Ellis,10
Elmedina,10
Elodie,10
Emil,10
Emmakaisa,10
Emma-Roosa,10
Emmi-Liina,10
Enea,10
Ennika,10
Erjona,10
Eva-Kristina,10
Evian,10
Fanny-Maria,10
Fardowso,10
Fatme,10
Frida-Maria,10
Ganna,10
Giada,10
Gizem,10
Gry,10
Gunne,10
Gwen,10
Hai,10
Hanieh,10
Hanifa,10
Hanna-Elisa,10
Hanna-Laura,10
Hanne-Riikka,10
Hebe,10
Heidi-Marie,10
Heile,10
Helfrid,10
Heli-Sisko,10
Helja,10
Helmi-Riitta,10
Henrita,10
Hilkka-Leena,10
Ida-Annika,10
Ida-Julia,10
Ieva,10
Indigo,10
Indra,10
Intisar,10
Isolde,10
Jaael,10
Jazmin,10
Jenilla,10
Jenna-Emilia,10
Jette,10
Jin,10
Jocelyn,10
Jolana,10
Jonna-Kaisa,10
Josephina,10
Josette,10
Judi,10
Juliane,10
Julienna,10
Justyna,10
Jutta-Mari,10
Juuli-Maria,10
Jwan,10
Jytte,10
Kaija-Maija,10
Kaija-Sisko,10
Kaili,10
Kaisu-Liisa,10
Kaitlin,10
Kasandra,10
Kathrin,10
Kati-Mari,10
Keesia,10
Kevät,10
Kirsi-Hannele,10
Kirsi-Marie,10
Kirsi-Marjaana,10
Kirsti-Maija,10
Konstantina,10
Kreta,10
Kristy,10
Ladan,10
Lakshmi,10
Lalla,10
Laure,10
Leana,10
Leini,10
Lemmikki,10
Liina-Kaisa,10
Liisamari,10
Liisamaria,10
Ling,10
Lise-Maj,10
Lotta-Leena,10
Ludmilla,10
Lul,10
Lycke,10
Lyudmila,10
Maarita,10
Maha,10
Mahtab,10
Majlinda,10
Mali,10
Maliha,10
Manha,10
Manti,10
Mara,10
Margitta,10
Mária,10
Maria-Kristiina,10
Mari-Liis,10
Mari-Tuulia,10
Marja-Riikka,10
Marjo-Hannele,10
Marjo-Reetta,10
Maysa,10
Meeri-Maria,10
Melani,10
Meli,10
Meriel,10
Meriitta,10
Merima,10
Meri-Sisko,10
Meta,10
Mette-Maaria,10
Mette-Maarit,10
Mia-Riikka,10
Miimi,10
Mila-Maria,10
Milja-Emilia,10
Milja-Maaria,10
Milla-Riitta,10
Milla-Roosa,10
Mine,10
Minela,10
Mireka,10
Mirjaliisa,10
Mirke,10
Mirlinda,10
Misella,10
Mo,10
Mojgan,10
Monja,10
Morsal,10
Muntaha,10
Nafiso,10
Nahla,10
Naile,10
Nanda,10
Negar,10
Nenja,10
Nermina,10
Nessi,10
Nica,10
Nigar,10
Niina-Maija,10
Niitty,10
Nina-Marika,10
Nino,10
Noémi,10
Nuria,10
Onja,10
Outi-Leena,10
Paige,10
Pia-Carita,10
Pia-Helena,10
Piia-Johanna,10
Piippa,10
Pilvikki,10
Piri,10
Pirjo-Helena,10
Pirjoriitta,10
Pirkitta,10
Pirkko-Helena,10
Rachelle,10
Rahil,10
Raija-Sisko,10
Raika,10
Reija-Leena,10
Reija-Riitta,10
Reita,10
Rihaam,10
Riia-Liisa,10
Riikka-Elina,10
Riikka-Sisko,10
Riina-Lotta,10
Rispa,10
Rista,10
Ritja,10
Roni,10
Rosa-Emilia,10
Rosalin,10
Rosette,10
Rosmari,10
Rosmarie,10
Saadia,10
Saana-Sofia,10
Sadiya,10
Safaa,10
Saga-Maria,10
Saia,10
Saidi,10
Saila-Maria,10
Sallamaarit,10
Sandra-Sofia,10
Sanna-Kaija,10
Sannaliisa,10
Sanya,10
Sara-Tuuli,10
Sari-Minna,10
Sarla,10
Satu-Leena,10
Seeli,10
Seija-Sinikka,10
Seni,10
Senita,10
Sennu,10
Serafiia,10
Sine,10
Sini-Maaret,10
Sirina,10
Sirius,10
Sirli,10
Sirpa-Helena,10
Sisko-Riitta,10
Sofía,10
Sola,10
Somaya,10
Somayeh,10
Souad,10
Stacy,10
Stanislava,10
Steffi,10
Suhaila,10
Sunniva,10
Susi,10
Svenja,10
Taija-Leena,10
Tarja-Maarit,10
Tarja-Terttu,10
Tehilla,10
Terhi-Maria,10
Tessaliina,10
Thien,10
Thora,10
Tiinakaisa,10
Tiira,10
Timja,10
Tonya,10
Tosca,10
Tuula-Mari,10
Ulla-Terttu,10
Ulli,10
Wanessa,10
Wanna,10
Via,10
Vian,10
Viivi-Sofia,10
Wiktoria,10
Vu,10
Xiao,10
Yllka,10
Yuki,10
Zilan,10
Zoë,10
Abir,9
Afifa,9
Afsaneh,9
Aino-Elisa,9
Aino-Kaarina,9
Aino-Liina,9
Aino-Lotta,9
Alara,9
Aleena,9
Allis,9
Almaas,9
Almas,9
Almiina,9
Althea,9
Anna-Inkeri,9
Annalea,9
Anna-Lyydia,9
Anna-Marjaana,9
Anna-Mi,9
Anna-Rosa,9
Anna-Sara,9
Anne-Katriina,9
Anne-Sofie,9
Anni-Eveliina,9
Anni-Katri,9
Ann-Kristine,9
Ann-Len,9
Anu-Marika,9
